type,country,name,id,lat,lon,elev,mft,ref,freq,unit,chan,decl,north,range,kmm
DVOR-DME,ES,GRANADA,GDA,37.183055555556,-3.9908333333333,600,M,MSL,113.400,MHZ,81X,-0.06564244973285442,FALSE,none,none
VOR-DME,ES,HINOJOSA DEL DUQUE,HIJ,38.508055555556,-5.0997222222222,570,M,MSL,114.700,MHZ,94X,-0.38637745702728327,FALSE,none,none
DVOR-DME,ES,HUESCA,HUE,42.073333333333,-0.31888888888889,540,M,MSL,114.550,MHZ,92Y,0.8681920899197489,FALSE,none,none
VOR-DME,ES,IBIZA,IBA,38.868333333333,1.3658333333333,3,M,MSL,117.800,MHZ,125X,1.2992291125082802,FALSE,none,none
DVOR-DME,ES,ILERDA,LLE,41.729722222222,0.5275,349,M,MSL,113.600,MHZ,83X,1.0936875277493667,FALSE,none,none
DVOR-DME,ES,JEREZ,JRZ,36.8152,-6.02653,81,M,MSL,113.000,MHZ,77X,-0.6433432805817749,FALSE,none,none
DVOR-DME,ES,LA CORUÑA,LRA,43.396111111111,-8.3066666666667,118,M,MSL,115.100,MHZ,98X,-1.6018644198289047,FALSE,none,none
DVOR-DME,ES,LA GOMERA,LGM,28.028611111111,-17.215,173,M,MSL,116.000,MHZ,107X,-4.640200310163837,FALSE,40,NM
DME,ES,LA PALMA,BV,28.601666666667,-17.756666666667,41,M,MSL,112.400,MHZ,71X,-4.8028052997422845,FALSE,none,none
DVOR-DME,ES,LANZAROTE,LZR,29.166111111111,-13.510555555556,530,M,MSL,115.200,MHZ,99X,-3.2282760699363253,FALSE,40,NM
DVOR-DME,ES,LANZAROTE,LTE,28.948166666666665,-13.601333333333333,0,M,MSL,114.400,MHZ,91X,-2.928,FALSE,none,none
DVOR-DME,ES,LEON,EON,42.593888888889,-5.6461111111111,930,M,MSL,112.000,MHZ,57X,-0.6872904047137542,FALSE,none,none
DVOR-DME,ES,LOGRONO,LPA,42.460555555556,-2.3269444444444,360,M,MSL,115.450,MHZ,101Y,0.3074178930063878,FALSE,40,NM
DVOR-DME,ES,MAELLA,MLA,41.129722222222,0.16555555555556,360,M,MSL,112.100,MHZ,58X,1.0086810180049652,FALSE,none,none
DVOR-DME,ES,MALAGA,MGA,36.814166666667,-4.3694444444444,1050,M,MSL,112.000,MHZ,57X,-0.1710740441084873,FALSE,none,none
DVOR-DME,ES,MALAGA,AGP,36.684444444444,-4.4872222222222,30,M,MSL,117.150,MHZ,118Y,-0.20425001097422457,FALSE,none,none
DVOR-DME,ES,MALLORCA,MJV,39.435277777778,2.7583333333333,150,M,MSL,113.300,MHZ,80X,1.6240920029436614,FALSE,40,NM
DVOR-DME,ES,MARTÍN,MAR,37.055277777778,-4.9397222222222,690,M,MSL,112.600,MHZ,73X,-0.3305028222397362,FALSE,100,NM
DVOR-DME,ES,MELILLA,MEL,35.280555555556,-2.9580555555556,52,M,MSL,114.250,MHZ,89Y,0.18844112298180377,FALSE,none,none
DVOR-DME,ES,MENORCA,MHN,39.863611111111,4.2163888888889,90,M,MSL,112.600,MHZ,73X,1.9507337984717752,FALSE,none,none
VOR-DME,ES,MORON,MRN,37.17509,-5.61891,90,M,MSL,115.500,MHZ,102X,-0.5254963324038602,FALSE,none,none
DVOR-DME,ES,MURCIA,MUR,37.801666666667,-1.1208333333333,210,M,MSL,114.850,MHZ,95Y,0.6898182102372534,FALSE,25,NM
DVOR-DME,ES,MÁLAGA,MLG,36.67869,-4.50666,30,M,MSL,113.550,MHZ,82Y,-0.20967546314600427,FALSE,40,NM
DVOR-DME,ES,NAVAS DEL REY,NVS,40.36869,-4.24942,780,M,MSL,114.950,MHZ,96Y,-0.17752066800289543,FALSE,none,none
VOR-DME,ES,PALMA-SON SANT JOAN,JOA,39.564722222222,2.7466666666667,1,M,MSL,117.700,MHZ,124X,1.6233648912765177,FALSE,none,none
DVOR-DME,ES,PAMPLONA,PPN,42.733611111111,-1.7019444444444,1050,M,MSL,112.300,MHZ,70X,0.47389962305673344,FALSE,none,none
DVOR-DME,ES,PAMPLONA SUR,PAP,42.688333333333,-1.6608333333333,570,M,MSL,113.550,MHZ,82Y,0.4869269050538765,FALSE,none,none
DVOR-DME,ES,PERALES DE TAJUNA,PDT,40.25289,-3.34803,758,M,MSL,116.950,MHZ,116Y,0.08260248827794169,FALSE,none,none
VOR-DME,ES,REUS,RES,41.149722222222,1.1711111111111,90,M,MSL,116.850,MHZ,115Y,1.534,FALSE,none,none
DVOR-DME,ES,ROBLEDILLO,RBO,40.8539,-3.24662,960,M,MSL,113.950,MHZ,86Y,0.0968129611103962,FALSE,none,none
DVOR-DME,ES,SABADELL,SLL,41.519722222222,2.1097222222222,138,M,MSL,112.000,MHZ,57X,1.4872220153599252,FALSE,none,none
VOR-DME,ES,SALAMANCA,BBI,41.016666666667,-5.4566666666667,894,M,MSL,112.200,MHZ,59X,-0.556381468053071,FALSE,none,none
VORTAC,ES,SAN JAVIER,VSJ,37.779722222222,-0.81277777777778,30,M,MSL,113.000,MHZ,77X,0.7661521781979159,FALSE,90,NM
DVOR-DME,ES,SAN SEBASTIAN,SSN,43.311111111111,-1.8305555555556,240,M,MSL,117.900,MHZ,126X,0.41619491490059896,FALSE,none,none
DVOR-DME,ES,SAN SEBASTIAN DE LOS REYES,SSY,40.546388888889,-3.5752777777778,600,M,MSL,117.850,MHZ,125Y,0.011454196583069561,FALSE,none,none
DVOR-DME,ES,SANTANDER,SNR,43.449722222222,-3.9022222222222,60,M,MSL,115.300,MHZ,100X,-0.19792885667717333,FALSE,40,NM
DVOR-DME,ES,SANTIAGO,STG,42.926666666667,-8.4252777777778,378,M,MSL,116.400,MHZ,111X,-1.6074696775257862,FALSE,90,NM
DVOR-DME,ES,SEVILLA,SVL,37.4275,-5.7622222222222,120,M,MSL,113.700,MHZ,84X,-0.5684752359479267,FALSE,none,none
DVOR-DME,ES,SOMOSIERRA,SIE,41.15169,-3.60467,1740,M,MSL,115.400,MHZ,101X,-0.013872955407269514,FALSE,none,none
VOR-DME,ES,TABANERA DEL CERRATO,NEA,42.0276,-4.10913,900,M,MSL,116.750,MHZ,114Y,-0.19265374241582145,FALSE,none,none
DVOR-DME,ES,TENERIFE NORTE,TFN,28.536944444444,-16.268611111111,1004,M,MSL,117.700,MHZ,124X,-4.255336621541588,FALSE,none,none
DVOR-DME,ES,TENERIFE-LOS RODEOS,LRO,28.485,-16.351944444444,634,M,MSL,116.200,MHZ,109X,-4.289357931964588,FALSE,none,none
DVOR-DME,ES,TENERIFFE SUR,TFS,28.0025,-16.687777777778,30,M,MSL,116.400,MHZ,111X,-4.446219030198877,FALSE,none,none
VOR-DME,ES,TOLEDO,TLD,39.9695,-4.33747,600,M,MSL,113.200,MHZ,79X,-0.1929766295157712,FALSE,none,none
DVOR-DME,ES,TORREJON,VTZ,40.475555555556,-3.4719444444444,660,M,MSL,115.100,MHZ,98X,0.04254156905570169,FALSE,none,none
DVOR-DME,ES,VALENCIA,VLC,39.485555555556,-0.48305555555556,60,M,MSL,116.100,MHZ,108X,0.8549303047366423,FALSE,none,none
DVOR-DME,ES,VEJER DE LA FRONTERA,VJF,36.239444444444,-5.9755555555556,210,M,MSL,117.800,MHZ,125X,-0.6289452442894387,FALSE,none,none
DVOR-DME,ES,VIGO,VGO,42.321388888889,-8.6016666666667,264,M,MSL,113.600,MHZ,83X,-1.625527162766144,FALSE,none,none
DVOR-DME,ES,VILLAFRANCA,VLA,41.3425,1.5477777777778,632,M,MSL,113.150,MHZ,78Y,1.3516470867707848,FALSE,none,none
VOR-DME,ES,VILLANUBLA,NUB,41.705277777778,-4.8508333333333,842,M,MSL,113.650,MHZ,83Y,-0.4008598390343154,FALSE,none,none
DVOR-DME,ES,VILLATOBAS,VTB,39.780833333333,-3.4638888888889,720,M,MSL,112.700,MHZ,74X,0.05943727196870739,FALSE,none,none
VOR-DME,ES,VITORIA,VRA,42.731944444444,-2.8655555555556,570,M,MSL,116.600,MHZ,113X,0.1426940088084778,FALSE,none,none
DVOR-DME,ES,VITORIA-FORONDA,VFD,42.88063888888889,-2.724361111111111,503,M,MSL,112.900,MHZ,76X,0.356,FALSE,none,none
DVOR-DME,ES,YESTE,YES,38.360833333333,-2.3527777777778,1440,M,MSL,115.200,MHZ,99X,0.3752737551669585,FALSE,none,none
DVOR-DME,ES,ZAMORA,ZMR,41.53,-5.6397222222222,630,M,MSL,117.100,MHZ,118X,-0.6332027577467225,FALSE,none,none
VOR-DME,ES,ZARAGOZA,ZAR,41.657777777778,-1.0308333333333,268,M,MSL,113.000,MHZ,77X,0.6876410704989927,FALSE,40,NM
DVOR-DME,ES,POLLENSA,POS,39.927453093677514,3.1145731904845206,352,M,MSL,116.400,MHZ,111X,1.905,FALSE,none,none
DVOR-DME,ES,CORDOBA,CDB,37.847166666666666,-4.848138888888889,86,M,MSL,112.400,MHZ,71X,0.029,FALSE,none,none
VOR-DME,ID,SURABAYA,SBR,-7.3738888888889,112.77111111111,2,M,MSL,113.400,MHZ,81X,0.7996787077772652,FALSE,none,none
VOR-DME,PG,KAVIENG,KVG,-2.585407325241647,150.81385212950875,10,M,MSL,117.100,MHZ,118X,5.587,FALSE,none,none
DME,PG,MOMOTE,MOE,-2.0618499504197842,147.42633391258954,7,M,MSL,113.500,MHZ,82X,4.659,FALSE,none,none
DME,PG,MORO,MOR,-6.362892754246403,143.2540842198366,830,M,MSL,114.600,MHZ,93X,4.32,FALSE,none,none
VOR-DME,PG,NADZAB,NZ,-6.568339625290946,146.7089503791334,78,M,MSL,113.900,MHZ,86X,5.215,FALSE,none,none
DME,PG,OK TEDI,OKT,-5.409987694634623,141.3187681907121,770,M,MSL,114.800,MHZ,95X,3.688,FALSE,none,none
VOR-DME,PG,PORT MORESBY,PY,-9.453073396992437,147.21513947283893,130,M,MSL,117.000,MHZ,117X,5.792,FALSE,none,none
DME,PG,VANIMO,VNO,-2.678506105591211,141.30317498155966,73,M,MSL,115.600,MHZ,103X,3.232,FALSE,none,none
DVOR-DME,TH,BANGKOK/ SUVARNABHUMI,SVB,13.659166666667,100.73138888889,2,M,MSL,111.400,MHZ,51X,-0.7855753511516627,FALSE,none,none
DVOR-DME,TH,LAMPANG,LPN,18.276666666667,99.502222222222,240,M,MSL,114.700,MHZ,94X,-1.004828316106369,FALSE,none,none
DVOR-DME,TH,MAE HONG SON,MHS,19.319722222222,97.912222222222,505,M,MSL,115.500,MHZ,102X,-0.9675296654109249,FALSE,none,none
DVOR-DME,TH,HUAHIN,HHN,12.634455555555556,99.951175,8,M,MSL,113.300,MHZ,80X,-1,FALSE,none,none
DVOR-DME,TH,RAYONG,RYN,12.780083333333334,101.67825,7,M,MSL,112.500,MHZ,72X,-1,FALSE,none,none
DVOR-DME,TH,BANGKOK,BKK,13.89461111111111,100.5946111111111,8,M,MSL,117.700,MHZ,124X,-1,TRUE,none,none
DVOR-DME,TH,HATYAI,HTY,6.934166666666667,100.38777777777779,33,M,MSL,115.300,MHZ,100X,0,FALSE,none,none
VOR-DME,MW,LILONGWE,DVL,-13.8112,33.8078,1248,M,MSL,114.900,MHZ,96X,-5.526508919819634,FALSE,none,none
VOR-DME,PY,ASUNCION,VAS,-25.244168120933267,-57.521981805156,80,M,MSL,115.900,MHZ,106X,-15.293,FALSE,none,none
VOR-DME,PY,CIUDAD DEL ESTE,VES,-25.459967213773893,-54.8501151538006,257,M,MSL,116.300,MHZ,110X,-17.088,FALSE,none,none
VOR-DME,PY,ENCARNACION,VEN,-27.230833333333333,-55.83611111111111,198,M,MSL,116.900,MHZ,116X,-15.753,FALSE,none,none
VOR-DME,PY,MCAL. ESTIGARRIBA,VME,-22.045,-60.61972222222222,157,M,MSL,117.500,MHZ,122X,-14.013,FALSE,none,none
VOR-DME,EC,AMBATO,AMV,-1.285920795042145,-78.54624845518883,3024,M,MSL,112.700,MHZ,74X,0,FALSE,none,none
VOR-DME,EC,COCA,COV,-0.44496569565058053,-76.99567718415904,260,M,MSL,115.000,MHZ,97X,-5.219,FALSE,none,none
VOR-DME,EC,CONDORCOCHA,QIT,-0.03859510183134773,-78.51124177104883,3587,M,MSL,115.300,MHZ,100X,0,FALSE,none,none
VOR-DME,EC,CUENCA,CUV,-2.834582808353204,-78.9170314352286,2732,M,MSL,114.500,MHZ,92X,0,FALSE,none,none
VOR-DME,EC,ESMERALDAS,ESV,0.9719285043959047,-79.62852765599055,8,M,MSL,115.700,MHZ,104X,-3.634,FALSE,none,none
VOR-DME,EC,GALAPAGOS,GLV,-0.4610677088725623,-90.25851416930641,66,M,MSL,112.300,MHZ,70X,2.95,FALSE,none,none
VOR-DME,EC,GUAYAQUIL,GYV,-2.1282947784151247,-79.86689195337644,5,M,MSL,115.900,MHZ,106X,-2.892,FALSE,none,none
VOR-DME,EC,JUMANDY,JUV,-1.0601913629022826,-77.5657389741077,364,M,MSL,114.300,MHZ,90X,0,FALSE,none,none
VOR-DME,EC,LAGO AGRIO,LAV,0.10219555512721001,-76.85606204166812,300,M,MSL,112.300,MHZ,70X,-5.408,FALSE,none,none
VOR-DME,EC,LATACUNGA,LTV,-0.9241957461710086,-78.61756437308621,2800,M,MSL,117.100,MHZ,118X,-3.991,FALSE,none,none
VOR-DME,EC,MACAS,MSV,-2.257451380812199,-78.11013276934494,1100,M,MSL,112.500,MHZ,72X,-4.108,FALSE,none,none
VOR-DME,EC,MACHALA,MHV,-3.2951124998085106,-79.94417446641748,7,M,MSL,112.100,MHZ,58X,-2.607,FALSE,none,none
VOR-DME,EC,MANTA,MNV,-0.9345745676303636,-80.66194402886265,21,M,MSL,113.900,MHZ,86X,-2.581,FALSE,none,none
VOR-DME,EC,NORTE,QNV,0.01714938281800471,-78.36044980727814,2576,M,MSL,117.400,MHZ,121X,0,FALSE,none,none
VOR-DME,EC,PASTAZA,PAV,-1.5159506499575883,-78.04334650994834,975,M,MSL,113.100,MHZ,78X,0,FALSE,none,none
VOR-DME,EC,SALINAS,SAV,-2.2217449173920443,-80.97087884993063,2,M,MSL,114.100,MHZ,88X,0,FALSE,none,none
VOR-DME,EC,SAN CRISTOBAL,SCV,-0.9060328485279001,-89.61907527727753,13,M,MSL,113.100,MHZ,78X,0,FALSE,none,none
VOR-DME,EC,SANTA ROSA,SRV,-3.4471137322934062,-80.00939303779178,7,M,MSL,116.600,MHZ,113X,0,FALSE,none,none
VOR-DME,EC,SUR,QSV,-0.3016560664480316,-78.34378918966034,2814,M,MSL,116.800,MHZ,115X,0,FALSE,none,none
VOR-DME,BZ,BELIZE,BZE,17.53970957778401,-88.31394394963931,4,M,MSL,114.300,MHZ,90X,-1.004,FALSE,none,none
DME,EE,KURESSAARE,KRS,58.228333333333,22.515277777778,3,M,MSL,112.400,MHZ,71X,8.512,FALSE,50,NM
DME,EE,KÄRDLA,KRD,58.991944444444,22.830833333333,30,M,MSL,117.600,MHZ,123X,8.614212281012046,FALSE,20,NM
DME,EE,VÖHMA,VI,58.655833333333,25.574722222222,100,M,MSL,114.900,MHZ,96X,9.459438875496796,FALSE,80,NM
VORTAC,EE,ÄMARI,AMI,59.267222222222,24.246666666667,30,M,MSL,115.300,MHZ,100X,9.195637553946668,FALSE,150,NM
VOR-DME,AW,ARUBA,ABA,12.505677777777779,-69.9431,179,M,MSL,112.500,MHZ,72X,-11.486,FALSE,140,NM
VOR-DME,AW,BEATRIX,BEA,12.501616666666667,-70.020775,30,M,MSL,113.800,MHZ,85X,-11.444,FALSE,40,NM
VORTAC,BS,BIMINI,ZBV,25.70388342227554,-79.29360865889454,5,M,MSL,116.700,MHZ,114X,-7.52,FALSE,none,none
VOR-DME,BS,FREEPORT,ZFP,26.555356312288907,-78.69788494449651,2,M,MSL,113.200,MHZ,79X,-7.984,FALSE,none,none
VOR-DME,BS,NASSAU,ZQA,25.025534218964594,-77.44644969148054,5,M,MSL,112.700,MHZ,74X,-8.501,FALSE,none,none
VOR-DME,VI,ST CROIX,COY,17.73448211115084,-64.70075666749395,260,M,MSL,108.200,MHZ,19X,-13.915,FALSE,none,none
VOR-DME,VI,ST THOMAS,STT,18.355865001392047,-65.02453396809094,210,M,MSL,108.600,MHZ,23X,-13.806,FALSE,none,none
VOR-DME,CZ,BRNO,BNO,49.15006,16.69258,244,M,MSL,114.450,MHZ,91Y,5.042430625418608,FALSE,80,NM
DME,CZ,BRNO/TURANY,BO,49.148611111111,16.7075,231,M,MSL,111.500,MHZ,52X,5.04561399840886,FALSE,25,NM
VOR-DME,CZ,CHEB,OKG,50.065,12.405555555556,485,M,MSL,115.700,MHZ,104X,4.100416338112881,FALSE,60,NM
VOR-DME,CZ,DESNA,OKF,48.969166666667,15.545555555556,475,M,MSL,113.150,MHZ,78Y,4.7657287769426375,FALSE,80,NM
VOR-DME,CZ,FRYDLANT,OKX,50.9025,15.031944444444,392,M,MSL,114.850,MHZ,95Y,4.827324179864916,FALSE,50,NM
DME,CZ,KARLOVY VARY,KVY,50.201111111111,12.925833333333,621,M,MSL,111.550,MHZ,52Y,4.240250434622362,FALSE,25,NM
VOR-DME,CZ,NERATOVICE,NER,50.366388888889,14.621388888889,296,M,MSL,112.250,MHZ,59Y,4.675680476652188,FALSE,80,NM
VOR-DME,CZ,OSTRAVA,OTA,49.6975,18.108888888889,246,M,MSL,117.450,MHZ,121Y,5.4256622198383635,FALSE,100,NM
DME,CZ,OSTRAVA MOSNOV,OSV,49.704444444444,18.126666666667,260,M,MSL,110.950,MHZ,46Y,5.430564125851369,FALSE,25,NM
DME,CZ,PISEK,PSK,49.785,14.034722222222,688,M,MSL,117.600,MHZ,123X,4.483503246345957,FALSE,100,NM
DVOR-DME,CZ,PRAHA,OKL,50.095833333333,14.265555555556,371,M,MSL,112.600,MHZ,73X,4.5649992305940605,FALSE,50,NM
DME,CZ,PRAHA RUZYNE,PG,50.091388888889,14.276111111111,391,M,MSL,109.500,MHZ,32X,4.567213042681714,FALSE,25,NM
DME,CZ,PRAHA RUZYNE,PR,50.115555555556,14.268055555556,365,M,MSL,109.100,MHZ,28X,4.567253899936379,FALSE,25,NM
DME,CZ,PRAHA RUZYNE,PA,50.105555555556,14.264444444444,369,M,MSL,109.950,MHZ,36Y,4.565536328723672,FALSE,25,NM
DME,CZ,PRAHA RUZYNE,PH,50.104166666667,14.2275,377,M,MSL,111.150,MHZ,48Y,4.5563682234636165,FALSE,25,NM
DME,CZ,REVNICOV,RVC,50.186944444444,13.791666666667,505,M,MSL,114.650,MHZ,93Y,4.4555657104310376,FALSE,90,NM
VOR-DME,CZ,VLASIM,VLM,49.704166666667,15.066666666667,446,M,MSL,114.300,MHZ,90X,4.723622471947097,FALSE,80,NM
VOR-DME,CZ,VOZICE,VOZ,49.532222222222,14.874722222222,671,M,MSL,116.950,MHZ,116Y,4.662734813537727,FALSE,80,NM
VOR-DME,MX,ACAPULCO,ACA,16.75835,-99.75398,5,M,MSL,115.900,MHZ,106X,4.565,FALSE,none,none
VOR-DME,MX,AGUASCALIENTES,AGU,21.7114,-102.319,1900,M,MSL,113.600,MHZ,83X,5.459,FALSE,none,none
VOR-DME,MX,APAN,APN,19.63729,-98.39855,2600,M,MSL,114.800,MHZ,95X,3.905,FALSE,none,none
VOR-DME,MX,CABOS,SJD,23.14605,-109.7216,110,M,MSL,114.000,MHZ,87X,7.898,FALSE,none,none
VOR-DME,MX,CAMPECHE,CPE,19.83083,-90.50394,5,M,MSL,116.200,MHZ,109X,-0.041,FALSE,none,none
VOR-DME,MX,CANCUN,CUN,21.02512,-86.85871,12,M,MSL,113.600,MHZ,00X,-3,FALSE,none,none
VOR-DME,MX,CARMEN,CME,18.66045,-91.8052,0,M,MSL,113.000,MHZ,77X,0.794,FALSE,none,none
VOR-DME,MX,CHETUMAL,CTM,18.50927,-88.33365,14,M,MSL,116.300,MHZ,110X,-1.117,FALSE,none,none
VOR-DME,MX,CHIHUAHUA,CUU,28.79899,-105.95162,1300,M,MSL,114.100,MHZ,88X,7.241,FALSE,none,none
VOR-DME,MX,COLIMA,COL,19.2751,-103.579,740,M,MSL,117.700,MHZ,124X,5.863,FALSE,none,none
VOR-DME,MX,COMITAN,CMT,16.178,-92.05744,1600,M,MSL,114.700,MHZ,94X,1.197,FALSE,none,none
VOR-DME,MX,CONCEPCION DEL ORO,CDR,24.1584,-101.4886,1900,M,MSL,117.100,MHZ,118X,5.178,FALSE,none,none
VOR-DME,MX,COZUMEL,CZM,20.52204,-86.92925,5,M,MSL,112.600,MHZ,73X,-2.196,FALSE,none,none
VOR-DME,MX,CUAUTLA,CUA,18.78537,-98.90074,1400,M,MSL,116.300,MHZ,110X,4.148,FALSE,none,none
VOR-DME,MX,CUERNAVACA,CVJ,18.82525,-99.26923,1300,M,MSL,113.900,MHZ,86X,4.297,FALSE,none,none
VOR-DME,MX,CULIACAN,CUL,24.76451,-107.47733,31,M,MSL,112.200,MHZ,59X,7.406,FALSE,none,none
VOR-DME,MX,DURANGO,DGO,24.138,-104.51642,1900,M,MSL,112.900,MHZ,76X,6.359,FALSE,none,none
VOR-DME,MX,ESCONDIDO,PXM,15.8751,-97.0817,85,M,MSL,112.500,MHZ,72X,3.563,FALSE,none,none
VOR-DME,MX,GUADALAJARA,GDL,20.52324,-103.3116,1500,M,MSL,117.300,MHZ,120X,5.795,FALSE,none,none
VOR-DME,MX,GUAYMAS,GYM,27.96535,-110.92767,12,M,MSL,112.100,MHZ,58X,8.812,FALSE,none,none
VOR-DME,MX,HERMOSILLO,HMO,29.09542,-111.0521,180,M,MSL,112.800,MHZ,75X,9.005,FALSE,none,none
VOR-DME,MX,HUATULCO,HUX,15.77772,-96.26157,150,M,MSL,113.200,MHZ,79X,3.224,FALSE,none,none
VOR-DME,MX,IXTEPEC,IZT,16.46384,-95.09506,30,M,MSL,112.200,MHZ,59X,2.644,FALSE,none,none
VOR-DME,MX,JUAREZ,CJS,31.6361,-106.42685,1200,M,MSL,116.700,MHZ,114X,7.707,FALSE,none,none
VOR-DME,MX,KAHUA,CZA,20.64305,-88.44823,30,M,MSL,116.550,MHZ,112Y,-1.311,FALSE,none,none
VOR-DME,MX,LA PAZ,LAP,24.08547,-110.35873,12,M,MSL,112.300,MHZ,70X,8.167,FALSE,none,none
VOR-DME,MX,LEON DEL BAJIO,BJX,20.99754,-101.4826,1800,M,MSL,115.800,MHZ,105X,5.134,FALSE,none,none
VOR-DME,MX,LORETO,LTO,25.98056,-111.34957,5,M,MSL,113.200,MHZ,79X,8.661,FALSE,none,none
VOR-DME,MX,LUCIA,SLM,19.74278,-99.02975,2200,M,MSL,116.600,MHZ,113X,4.168,FALSE,none,none
VOR-DME,MX,MANZANILLO,ZLO,19.1493,-104.57127,6,M,MSL,116.900,MHZ,116X,6.175,FALSE,none,none
VOR-DME,MX,MATAMOROS,MAM,25.77127,-97.5241,6,M,MSL,114.300,MHZ,90X,3.343,FALSE,none,none
VOR-DME,MX,MAZATLAN,MZT,23.1607,-106.271,7,M,MSL,114.900,MHZ,96X,6.895,FALSE,none,none
VOR-DME,MX,MERIDA,MID,20.93802,-89.65625,12,M,MSL,117.700,MHZ,124X,-0.643,FALSE,none,none
VOR-DME,MX,MEXICALI,MXL,32.63109,-115.23767,23,M,MSL,115.000,MHZ,97X,10.72,FALSE,none,none
VOR-DME,MX,MEXICO,MEX,19.43803,-99.06908,2200,M,MSL,115.600,MHZ,103X,4.194,FALSE,none,none
VOR-DME,MX,MINATITLAN,MTT,18.10273,-94.58228,13,M,MSL,116.400,MHZ,111X,2.259,FALSE,none,none
VOR-DME,MX,MOCHIS,LMM,25.682575,-109.07157,5,M,MSL,115.500,MHZ,102X,7.987,FALSE,none,none
VOR-DME,MX,MONCLOVA,MOV,26.9555,-101.47102,570,M,MSL,117.900,MHZ,126X,5.252,FALSE,none,none
VOR-DME,MX,MONTERREY,MTY,25.77277,-100.1038,380,M,MSL,114.700,MHZ,94X,4.597,FALSE,none,none
VOR-DME,MX,MORELIA,MLM,19.84364,-101.0371,1800,M,MSL,114.600,MHZ,93X,4.967,FALSE,none,none
VOR-DME,MX,NEWLA,NLD,27.43937,-99.56463,140,M,MSL,112.600,MHZ,73X,4.367,FALSE,none,none
VOR-DME,MX,NORIA,TTM,22.96767,-99.7727,1100,M,MSL,114.400,MHZ,91X,4.431,FALSE,none,none
VOR-DME,MX,OAXACA,OAX,16.97224,-96.73139,1500,M,MSL,112.000,MHZ,57X,3.334,FALSE,none,none
VOR-DME,MX,OBREGON,CEN,27.3947,-109.8373,57,M,MSL,115.100,MHZ,98X,8.417,FALSE,none,none
VOR-DME,MX,OTUMBA,OTU,19.6831,-98.7764,2400,M,MSL,115.000,MHZ,97X,4.064,FALSE,none,none
VOR-DME,MX,PACHUCA,PCA,20.13184,-98.68433,2900,M,MSL,112.700,MHZ,74X,4.01,FALSE,none,none
VOR-DME,MX,PASTEJE,PTJ,19.64566,-99.79802,2600,M,MSL,114.500,MHZ,92X,4.485,FALSE,none,none
VOR-DME,MX,PENASCO,PPE,31.35424,-113.5194,9,M,MSL,112.100,MHZ,58X,10.051,FALSE,none,none
VOR-DME,MX,PIEDRAS,PNG,28.63184,-100.5384,270,M,MSL,113.600,MHZ,83X,4.872,FALSE,none,none
VOR-DME,MX,POTOSI,SLP,22.25637,-100.93035,1800,M,MSL,117.200,MHZ,119X,4.92,FALSE,none,none
VOR-DME,MX,POZA RICA,PAZ,20.60056,-97.45504,150,M,MSL,115.500,MHZ,102X,3.449,FALSE,none,none
VOR-DME,MX,PUEBLA,PBC,19.1609,-98.37021,2200,M,MSL,115.200,MHZ,99X,3.912,FALSE,none,none
VOR-DME,MX,QUERETARO,QET,20.6174,-100.19363,1900,M,MSL,113.000,MHZ,77X,4.627,FALSE,none,none
VOR-DME,MX,QUINTIN,SQN,30.5453,-115.9557,18,M,MSL,113.300,MHZ,80X,10.517,FALSE,none,none
VOR-DME,MX,REYNOSA,REX,26.01053,-98.23193,42,M,MSL,112.400,MHZ,71X,3.698,FALSE,none,none
VOR-DME,MX,ROBERTO,ADN,25.86525,-100.23883,450,M,MSL,115.400,MHZ,101X,4.662,FALSE,none,none
VOR-DME,MX,SALTILLO,SLW,25.54613,-100.92972,1400,M,MSL,116.100,MHZ,108X,4.968,FALSE,none,none
VOR-DME,MX,TAMPICA,TAM,22.2896,-97.862975,21,M,MSL,117.500,MHZ,122X,3.578,FALSE,none,none
VOR-DME,MX,TAMUIN,TMN,22.03835,-98.80798,33,M,MSL,113.300,MHZ,80X,4.015,FALSE,none,none
VOR-DME,MX,TAPACHULA,TAP,14.79217,-92.37573,27,M,MSL,115.300,MHZ,100X,1.52,FALSE,none,none
VOR-DME,MX,TEPIC,TNY,21.42652,-104.83698,920,M,MSL,113.900,MHZ,86X,6.335,FALSE,none,none
VOR-DME,MX,TEQUESQUITENGO,TEQ,18.67606,-99.25536,1000,M,MSL,113.100,MHZ,78X,4.296,FALSE,none,none
VOR-DME,MX,TIJUANA,TIJ,32.5406,-116.953,140,M,MSL,116.500,MHZ,112X,11.111,FALSE,none,none
VOR-DME,MX,TOLUCA,TLC,19.33287,-99.561,2600,M,MSL,114.300,MHZ,90X,4.398,FALSE,none,none
VOR-DME,MX,TORREON,TRC,25.56422,-103.40843,1100,M,MSL,116.400,MHZ,111X,6.013,FALSE,none,none
VOR-DME,MX,TUXTLA,TGZ,16.77177,-93.34771,1100,M,MSL,113.900,MHZ,86X,1.781,FALSE,none,none
VOR-DME,MX,URUAPAN,UPN,19.39577,-102.0411,1600,M,MSL,114.200,MHZ,89X,5.338,FALSE,none,none
VOR-DME,MX,VALLARTA,PVR,20.69187,-105.23933,8,M,MSL,116.600,MHZ,113X,6.433,FALSE,none,none
VOR-DME,MX,VERACRUZ,VER,19.143055555556,-96.188888888889,27,M,MSL,114.000,MHZ,87X,2.958545270126915,FALSE,none,none
